Gene	CNA	Freq	chromosome	start	end	strand	Cancer_type
DGKG	AMP	15.4	3	186105668.00	186362234.00	3	Esophageal_Adenocarcinoma
DGKG	AMP	17.1	3	186105668.00	186362234.00	3	Serous_Ovarian_Cancer
DGKH	HOMDEL	8.4	13	42040036.00	42256578.00	77	Prostate_Adenocarcinoma
DGKI	AMP	7.2	7	137381037.00	137847092.00	3	Serous_Ovarian_Cancer
DHCR7	AMP	20.3	11	71428193.00	71452868.00	3	Esophageal_Adenocarcinoma
DHCR7	AMP	13.9	11	71428193.00	71452868.00	3	Head_and_Neck_Squamous
DHPS	AMP	7.3	19	12675717.00	12681880.00	3	Serous_Ovarian_Cancer
DHRS12	HOMDEL	9.4	13	51767993.00	51804163.00	3	Prostate_Adenocarcinoma
DHRS7B	AMP	7.9	17	21123364.00	21193265.00	77	Sarcoma
DHRSX	HOMDEL	6	24	2219506.00	2502805.00	3	Esophageal_Adenocarcinoma
DHX30	HOMDEL	6.3	3	47802909.00	47850195.00	77	Diffuse_Large B-Cell_Lymphoma
DHX35	AMP	6.9	20	38962299.00	39039723.00	77	Colorectal_Adenocarcinoma
DHX36	AMP	8.2	3	154272546.00	154324487.00	3	Cervical_Squamous_Cell_Carcinoma
DHX36	AMP	12.6	3	154272546.00	154324487.00	3	Esophageal_Adenocarcinoma
DHX36	AMP	8.7	3	154272546.00	154324487.00	3	Head_and_Neck_Squamous
DHX40	AMP	8.6	17	59565558.00	59608345.00	77	Breast_Invasive_Ductal_Carcinoma
DHX9	AMP	8.3	1	182839347.00	182887982.00	77	Cholangiocarcinoma
DHX9	AMP	7.1	1	182839347.00	182887982.00	77	Liver_Hepatocellular_Carcinoma
DIAPH1	AMP	6.1	5	141515016.00	141619055.00	3	Renal_Clear_Cell_Carcinoma
DIAPH1-AS1	AMP	6.1	5	141558311.00	141565263.00	77	Renal_Clear_Cell_Carcinoma
DIAPH2	HOMDEL	6	24	96684712.00	97604997.00	77	Esophageal_Adenocarcinoma
DIAPH3	HOMDEL	7.2	13	59665583.00	60163928.00	3	Prostate_Adenocarcinoma
DIAPH3-AS1	HOMDEL	7	13	60012734.00	60044357.00	77	Prostate_Adenocarcinoma
DIAPH3-AS2	HOMDEL	6.7	13	60144648.00	60153678.00	77	Prostate_Adenocarcinoma
DIDO1	AMP	7.1	20	62877738.00	62937952.00	3	Colorectal_Adenocarcinoma
DIDO1	AMP	6.1	20	62877738.00	62937952.00	3	Serous_Ovarian_Cancer
DIP2C	AMP	6.1	10	274190.00	689668.00	3	Serous_Ovarian_Cancer
DIPK2A	AMP	7.8	3	143971823.00	144048719.00	77	Cervical_Squamous_Cell_Carcinoma
DIPK2A	AMP	7.7	3	143971823.00	144048719.00	77	Esophageal_Adenocarcinoma
DIPK2A	AMP	6.4	3	143971823.00	144048719.00	77	Head_and_Neck_Squamous
DISC1	AMP	8.6	1	231626790.00	232041272.00	77	Breast_Invasive_Ductal_Carcinoma
DISC1	AMP	6.5	1	231626790.00	232041272.00	77	Liver_Hepatocellular_Carcinoma
DISC1FP1	HOMDEL	6.3	11	90251204.00	90915052.00	77	Diffuse_Large B-Cell_Lymphoma
DISP1	AMP	7.9	1	222815022.00	223005995.00	77	Breast_Invasive_Ductal_Carcinoma
DKC1	AMP	6.3	24	154762742.00	154777689.00	77	Diffuse_Large B-Cell_Lymphoma
DKK4	AMP	8.2	8	42374063.00	42377229.00	3	Breast_Invasive_Ductal_Carcinoma
DKK4	AMP	7.1	8	42374063.00	42377229.00	3	Esophageal_Adenocarcinoma
DLC1	HOMDEL	7.1	8	13083361.00	13604610.00	3	Liver_Hepatocellular_Carcinoma
DLC1	HOMDEL	6.5	8	13083361.00	13604610.00	3	Serous_Ovarian_Cancer
DLEU1	HOMDEL	9.8	13	50082169.00	50906856.00	77	Prostate_Adenocarcinoma
DLEU1	HOMDEL	7.1	13	50082169.00	50906856.00	77	Sarcoma
DLEU2	HOMDEL	9.8	13	49956670.00	50125720.00	3	Prostate_Adenocarcinoma
DLEU2	HOMDEL	7.1	13	49956670.00	50125720.00	3	Sarcoma
DLEU7	HOMDEL	9.8	13	50519364.00	50843939.00	3	Prostate_Adenocarcinoma
DLEU7	HOMDEL	7.1	13	50519364.00	50843939.00	3	Sarcoma
DLG1	AMP	15	3	197042560.00	197299330.00	3	Cervical_Squamous_Cell_Carcinoma
DLG1	AMP	17.6	3	197042560.00	197299330.00	3	Esophageal_Adenocarcinoma
DLG1	AMP	16.6	3	197042560.00	197299330.00	3	Serous_Ovarian_Cancer
DLG1	AMP	6.3	3	197042560.00	197299330.00	3	Uterine_Corpus_Endometrial_Carcinoma
DLG1-AS1	AMP	15	3	197298252.00	197303755.00	77	Cervical_Squamous_Cell_Carcinoma
DLG1-AS1	AMP	17	3	197298252.00	197303755.00	77	Esophageal_Adenocarcinoma
DLG1-AS1	AMP	16.4	3	197298252.00	197303755.00	77	Serous_Ovarian_Cancer
DLG1-AS1	AMP	6.1	3	197298252.00	197303755.00	77	Uterine_Corpus_Endometrial_Carcinoma
DLG2	AMP	7.3	11	83455012.00	85628335.00	3	Serous_Ovarian_Cancer
DLGAP2	HOMDEL	7.4	8	737628.00	1708476.00	77	Bladder_Urothelial_Carcinoma
DLGAP2	HOMDEL	6.3	8	737628.00	1708476.00	77	Colorectal_Adenocarcinoma
DLGAP2	HOMDEL	6.3	8	737628.00	1708476.00	77	Diffuse_Large B-Cell_Lymphoma
DLGAP2	HOMDEL	7.6	8	737628.00	1708476.00	77	Liver_Hepatocellular_Carcinoma
DLGAP2	HOMDEL	6.3	8	737628.00	1708476.00	77	Sarcoma
DLGAP2	HOMDEL	8.9	8	737628.00	1708476.00	77	Serous_Ovarian_Cancer
DLGAP2-AS1	HOMDEL	7.1	8	1565509.00	1622417.00	3	Bladder_Urothelial_Carcinoma
DLGAP2-AS1	HOMDEL	6.1	8	1565509.00	1622417.00	3	Colorectal_Adenocarcinoma
DLGAP2-AS1	HOMDEL	7.4	8	1565509.00	1622417.00	3	Liver_Hepatocellular_Carcinoma
DLGAP2-AS1	HOMDEL	8.4	8	1565509.00	1622417.00	3	Serous_Ovarian_Cancer
DLGAP4	AMP	8.1	20	36306336.00	36528637.00	77	Colorectal_Adenocarcinoma
DLGAP4-AS1	AMP	8.3	20	36507702.00	36573391.00	3	Colorectal_Adenocarcinoma
DLK2	AMP	8.2	6	43450352.00	43456632.00	3	Esophageal_Adenocarcinoma
DLK2	AMP	6.4	6	43450352.00	43456632.00	3	Stomach_Adenocarcinoma
DLL1	HOMDEL	7.5	6	170282206.00	170306565.00	3	Uveal Melanoma
DLL3	AMP	9.1	19	39498895.00	39508481.00	77	Serous_Ovarian_Cancer
DLX3	AMP	7.3	17	49990005.00	49995224.00	3	Breast_Invasive_Ductal_Carcinoma
DLX4	AMP	7.2	17	49968588.00	49974959.00	77	Breast_Invasive_Ductal_Carcinoma
DLX5	AMP	10.4	7	97020396.00	97024950.00	3	Esophageal_Adenocarcinoma
DLX6	AMP	10.4	7	97005553.00	97011040.00	77	Esophageal_Adenocarcinoma
DLX6-AS1	AMP	10.4	7	96955141.00	97014088.00	3	Esophageal_Adenocarcinoma
DMD	HOMDEL	6.3	24	31097677.00	33339609.00	3	Diffuse_Large B-Cell_Lymphoma
DMD	HOMDEL	24.2	24	31097677.00	33339609.00	3	Esophageal_Adenocarcinoma
DMD	HOMDEL	7.2	23	31097677.00	33339609.00	3	Serous_Ovarian_Cancer
DMD	HOMDEL	11.9	24	31097677.00	33339609.00	3	Stomach_Adenocarcinoma
DMKN	AMP	8	19	35497220.00	35513658.00	3	Serous_Ovarian_Cancer
DMRTA1	HOMDEL	18.4	9	22446824.00	22455740.00	77	Bladder_Urothelial_Carcinoma
DMRTA1	HOMDEL	8.3	9	22446824.00	22455740.00	77	Diffuse_Large B-Cell_Lymphoma
DMRTA1	HOMDEL	12.1	9	22446824.00	22455740.00	77	Esophageal_Adenocarcinoma
DMRTA1	HOMDEL	30.1	9	22446824.00	22455740.00	77	Glioblastoma_Multiforme
DMRTA1	HOMDEL	7.9	9	22446824.00	22455740.00	77	Sarcoma
DMRTA1	HOMDEL	11.4	9	22446824.00	22455740.00	77	Skin_Cutaneous_Melanoma
DMRTA1	HOMDEL	6.6	9	22446824.00	22455740.00	77	Stomach_Adenocarcinoma
DMTN	HOMDEL	6.5	8	22048995.00	22082527.00	77	Liver_Hepatocellular_Carcinoma
DMTN	HOMDEL	7.6	8	22048995.00	22082527.00	77	Prostate_Adenocarcinoma
DNAAF11	AMP	10.4	8	132570416.00	132675592.00	3	Esophageal_Adenocarcinoma
DNAAF11	AMP	10.1	8	132570416.00	132675592.00	3	Liver_Hepatocellular_Carcinoma
DNAAF11	AMP	29.4	8	132570416.00	132675592.00	3	Serous_Ovarian_Cancer
DNAH14	AMP	7.8	1	224896262.00	225399292.00	77	Breast_Invasive_Ductal_Carcinoma
DNAH2	HOMDEL	7.1	17	7717744.00	7833742.00	77	Sarcoma
DNAH5	AMP	8.3	5	13690328.00	14011818.00	3	Bladder_Urothelial_Carcinoma
DNAH5	AMP	10.4	5	13690328.00	14011818.00	3	Esophageal_Adenocarcinoma
DNAH5	AMP	11.2	5	13690328.00	14011818.00	3	Lung
DNAH5	AMP	7.5	5	13690328.00	14011818.00	3	Sarcoma
DNAH9	AMP	7.5	17	11598470.00	11969748.00	77	Sarcoma
DNAI7	AMP	7.1	12	25108289.00	25195162.00	3	Esophageal_Adenocarcinoma
DNAI7	AMP	9.1	12	25108289.00	25195162.00	3	Serous_Ovarian_Cancer
DNAI7	AMP	7.8	12	25108289.00	25195162.00	3	Stomach_Adenocarcinoma
DNAI7	AMP	8.1	12	25108289.00	25195162.00	3	Testicular_Germ_Cell_Tumors
DNAJB1	AMP	11.2	19	14514769.00	14560391.00	3	Serous_Ovarian_Cancer
DNAJB11	AMP	14	3	186567403.00	186585800.00	77	Cervical_Squamous_Cell_Carcinoma
DNAJB11	AMP	15.4	3	186567403.00	186585800.00	77	Esophageal_Adenocarcinoma
DNAJB11	AMP	16.6	3	186567403.00	186585800.00	77	Serous_Ovarian_Cancer
DNAJB13	AMP	8.2	11	73951026.00	73970366.00	77	Esophageal_Adenocarcinoma
DNAJB13	AMP	6.6	11	73951026.00	73970366.00	77	Serous_Ovarian_Cancer
DNAJB6	AMP	6.8	7	157335381.00	157417439.00	77	Serous_Ovarian_Cancer
DNAJB8	AMP	6.1	3	128462437.00	128466968.00	3	Cervical_Squamous_Cell_Carcinoma
DNAJB8-AS1	AMP	6.1	3	128463594.00	128472317.00	77	Cervical_Squamous_Cell_Carcinoma
DNAJC15	HOMDEL	8.6	13	43023203.00	43114213.00	77	Prostate_Adenocarcinoma
DNAJC19	AMP	14.3	3	180983697.00	180989774.00	3	Cervical_Squamous_Cell_Carcinoma
DNAJC19	AMP	17	3	180983697.00	180989774.00	3	Esophageal_Adenocarcinoma
DNAJC19	AMP	18.4	3	180983697.00	180989774.00	3	Serous_Ovarian_Cancer
DNAJC19	AMP	6.1	3	180983697.00	180989774.00	3	Uterine_Corpus_Endometrial_Carcinoma
DNAJC2	AMP	6.6	7	103312289.00	103344830.00	3	Esophageal_Adenocarcinoma
DNAJC21	AMP	6.1	5	34929559.00	34958964.00	77	Cervical_Squamous_Cell_Carcinoma
DNAJC21	AMP	7.7	5	34929559.00	34958964.00	77	Esophageal_Adenocarcinoma
DNAJC21	AMP	7.6	5	34929559.00	34958964.00	77	Lung
DNAJC5	AMP	7.3	20	63895126.00	63936031.00	77	Colorectal_Adenocarcinoma
DNAJC5	AMP	7.3	20	63895126.00	63936031.00	77	Serous_Ovarian_Cancer
DNAJC5B	AMP	6.6	8	66021553.00	66101245.00	77	Breast_Invasive_Ductal_Carcinoma
DNAJC5B	AMP	7.1	8	66021553.00	66101245.00	77	Liver_Hepatocellular_Carcinoma
DNALI1	AMP	7.7	1	37556919.00	37566857.00	77	Serous_Ovarian_Cancer
DNASE1L1	AMP	6.3	24	154401236.00	154412112.00	3	Diffuse_Large B-Cell_Lymphoma
DNASE2	AMP	8.9	19	12875209.00	12881595.00	3	Serous_Ovarian_Cancer
DND1	AMP	6.1	5	140670794.00	140673576.00	3	Renal_Clear_Cell_Carcinoma
DNM1P46	AMP	6.3	15	99798123.00	99801179.00	3	Sarcoma
DNM2	AMP	8.7	19	10718055.00	10833488.00	77	Serous_Ovarian_Cancer
DNM3	AMP	7.1	1	171817887.00	172418466.00	77	Bladder_Urothelial_Carcinoma
DNM3	AMP	6.6	1	171817887.00	172418466.00	77	Breast_Invasive_Ductal_Carcinoma
DNM3	AMP	11.1	1	171817887.00	172418466.00	77	Cholangiocarcinoma
DNM3	AMP	8.2	1	171817887.00	172418466.00	77	Liver_Hepatocellular_Carcinoma
DNM3	AMP	9.1	1	171817887.00	172418466.00	77	Sarcoma
DNM3OS	AMP	7.1	1	172138397.00	172144840.00	3	Bladder_Urothelial_Carcinoma
DNM3OS	AMP	6.2	1	172138397.00	172144840.00	3	Breast_Invasive_Ductal_Carcinoma
DNM3OS	AMP	11.1	1	172138397.00	172144840.00	3	Cholangiocarcinoma
DNM3OS	AMP	7.9	1	172138397.00	172144840.00	3	Liver_Hepatocellular_Carcinoma
DNM3OS	AMP	9.1	1	172138397.00	172144840.00	3	Sarcoma
DNMT1	AMP	7.3	19	10133342.00	10231286.00	3	Serous_Ovarian_Cancer
DNMT3B	AMP	8.1	20	32762385.00	32809359.00	77	Colorectal_Adenocarcinoma
DNPH1	AMP	8.2	6	43225629.00	43229481.00	3	Esophageal_Adenocarcinoma
DNPH1	AMP	6.4	6	43225629.00	43229481.00	3	Stomach_Adenocarcinoma
DNTTIP1	AMP	7.6	20	45791954.00	45811427.00	77	Colorectal_Adenocarcinoma
DOC2GP	AMP	6.2	11	67612651.00	67616257.00	3	Breast_Invasive_Ductal_Carcinoma
DOC2GP	AMP	10.4	11	67612651.00	67616257.00	3	Esophageal_Adenocarcinoma
DOCK2	AMP	6.7	5	169637268.00	170083382.00	77	Renal_Clear_Cell_Carcinoma
DOCK5	HOMDEL	6	8	25184689.00	25418082.00	77	Liver_Hepatocellular_Carcinoma
DOCK5	HOMDEL	7.9	8	25184689.00	25418082.00	77	Serous_Ovarian_Cancer
DOCK6	AMP	7.7	19	11199295.00	11262524.00	3	Serous_Ovarian_Cancer
DOK2	HOMDEL	6.5	8	21908873.00	21913690.00	3	Liver_Hepatocellular_Carcinoma
DOK2	HOMDEL	7.6	8	21908873.00	21913690.00	3	Prostate_Adenocarcinoma
DOK3	AMP	7.5	5	177501904.00	177511274.00	3	Renal_Clear_Cell_Carcinoma
DOK5	AMP	6.8	20	54475593.00	54651169.00	77	Breast_Invasive_Ductal_Carcinoma
DOK5	AMP	7.3	20	54475593.00	54651169.00	77	Colorectal_Adenocarcinoma
DOP1A	HOMDEL	8.3	6	83067666.00	83171350.00	77	Diffuse_Large B-Cell_Lymphoma
DOP1A	HOMDEL	7	6	83067666.00	83171350.00	77	Prostate_Adenocarcinoma
DPF1	AMP	7.9	19	38211006.00	38229714.00	3	Serous_Ovarian_Cancer
DPH3P1	AMP	7.1	20	62845664.00	62845912.00	77	Colorectal_Adenocarcinoma
DPH3P1	AMP	6.1	20	62845664.00	62845912.00	77	Serous_Ovarian_Cancer
DPM1	AMP	6.1	20	50934867.00	50959140.00	3	Colorectal_Adenocarcinoma
DPM3	AMP	13.9	1	155139891.00	155140595.00	3	Cholangiocarcinoma
DPM3	AMP	12	1	155139891.00	155140595.00	3	Liver_Hepatocellular_Carcinoma
DPM3	AMP	9.2	1	155139891.00	155140595.00	3	Lung
DPP6	AMP	7.3	7	153748133.00	154894285.00	77	Serous_Ovarian_Cancer
DPPA2P3	AMP	14.3	3	193993331.00	193993985.00	3	Cervical_Squamous_Cell_Carcinoma
DPPA2P3	AMP	17.6	3	193993331.00	193993985.00	3	Esophageal_Adenocarcinoma
DPPA2P3	AMP	16.1	3	193993331.00	193993985.00	3	Serous_Ovarian_Cancer
DPPA2P3	AMP	6.4	3	193993331.00	193993985.00	3	Stomach_Adenocarcinoma
DPPA2P3	AMP	6.1	3	193993331.00	193993985.00	3	Uterine_Corpus_Endometrial_Carcinoma
DPPA3	AMP	6	12	7711433.00	7717559.00	77	Testicular_Germ_Cell_Tumors
DPT	AMP	7.8	1	168695468.00	168729206.00	3	Bladder_Urothelial_Carcinoma
DPT	AMP	7.4	1	168695468.00	168729206.00	3	Breast_Invasive_Ductal_Carcinoma
DPT	AMP	13.9	1	168695468.00	168729206.00	3	Cholangiocarcinoma
DPT	AMP	9	1	168695468.00	168729206.00	3	Liver_Hepatocellular_Carcinoma
DPY19L2P2	AMP	6.6	7	103175133.00	103280410.00	3	Esophageal_Adenocarcinoma
DPY19L2P4	AMP	9.9	7	90119358.00	90128866.00	77	Esophageal_Adenocarcinoma
DPY19L3	AMP	7.1	19	32405543.00	32485895.00	77	Esophageal_Adenocarcinoma
DPY19L3	AMP	8.7	19	32405543.00	32485895.00	77	Serous_Ovarian_Cancer
DPY19L3-DT	AMP	6.6	19	32390050.00	32405560.00	3	Esophageal_Adenocarcinoma
DPY19L3-DT	AMP	8.7	19	32390050.00	32405560.00	3	Serous_Ovarian_Cancer
DPY19L4	AMP	11.7	8	94719703.00	94793836.00	77	Breast_Invasive_Ductal_Carcinoma
DPY19L4	AMP	7.4	8	94719703.00	94793836.00	77	Liver_Hepatocellular_Carcinoma
DPYS	AMP	8.3	8	104330324.00	104467055.00	3	Bladder_Urothelial_Carcinoma
DPYS	AMP	13.3	8	104330324.00	104467055.00	3	Breast_Invasive_Ductal_Carcinoma
DPYS	AMP	6.6	8	104330324.00	104467055.00	3	Esophageal_Adenocarcinoma
DPYS	AMP	8.2	8	104330324.00	104467055.00	3	Liver_Hepatocellular_Carcinoma
DPYSL2	HOMDEL	6	8	26514031.00	26658178.00	77	Liver_Hepatocellular_Carcinoma
DPYSL2	HOMDEL	7.2	8	26514031.00	26658178.00	77	Serous_Ovarian_Cancer
DPYSL3	AMP	6.1	5	147390808.00	147510068.00	3	Renal_Clear_Cell_Carcinoma
DRC3	AMP	8.7	17	17972813.00	18016889.00	77	Sarcoma
DRD1	AMP	7.3	5	175440036.00	175444182.00	3	Renal_Clear_Cell_Carcinoma
DRG2	AMP	9.5	17	18087892.00	18107970.00	77	Sarcoma
DROSHA	AMP	7.7	5	31400494.00	31532196.00	3	Esophageal_Adenocarcinoma
DROSHA	AMP	7.8	5	31400494.00	31532196.00	3	Lung
DSCAM	HOMDEL	9.4	21	40010999.00	40847158.00	3	Prostate_Adenocarcinoma
DSCAM-AS1	HOMDEL	8.8	21	40383083.00	40385358.00	77	Prostate_Adenocarcinoma
DSCAM-IT1	HOMDEL	8.6	21	40615378.00	40630767.00	3	Prostate_Adenocarcinoma
DSCC1	AMP	11	8	119833976.00	119855894.00	3	Esophageal_Adenocarcinoma
DSCC1	AMP	10.4	8	119833976.00	119855894.00	3	Liver_Hepatocellular_Carcinoma
DSCC1	AMP	23.1	8	119833976.00	119855894.00	3	Serous_Ovarian_Cancer
DSCC1	AMP	7.1	8	119833976.00	119855894.00	3	Stomach_Adenocarcinoma
DSE	HOMDEL	8.3	6	116254173.00	116444861.00	77	Diffuse_Large B-Cell_Lymphoma
DSE	HOMDEL	7.2	6	116254173.00	116444861.00	77	Prostate_Adenocarcinoma
DSE	HOMDEL	6.3	6	116254173.00	116444861.00	77	Uveal Melanoma
DSN1	AMP	7.8	20	36751791.00	36773818.00	3	Colorectal_Adenocarcinoma
DSP	AMP	7.2	6	7541617.00	7586714.00	77	Serous_Ovarian_Cancer
DSTNP2	AMP	6	12	6884682.00	6885786.00	77	Testicular_Germ_Cell_Tumors
DSTYK	AMP	7.7	1	205142505.00	205211702.00	3	Breast_Invasive_Ductal_Carcinoma
DSTYK	AMP	6.5	1	205142505.00	205211702.00	3	Liver_Hepatocellular_Carcinoma
DTD2	AMP	7	14	31446036.00	31457506.00	3	Lung
DTL	AMP	6.2	1	212035553.00	212107400.00	77	Breast_Invasive_Ductal_Carcinoma
DTL	AMP	6	1	212035553.00	212107400.00	77	Liver_Hepatocellular_Carcinoma
DTNBP1	AMP	7.5	6	15522807.00	15663058.00	3	Serous_Ovarian_Cancer
DTX3	AMP	8.9	12	57604622.00	57609804.00	77	Glioblastoma_Multiforme
DTX3	AMP	9.1	12	57604622.00	57609804.00	77	Sarcoma
DTYMK	HOMDEL	7.9	2	241675747.00	241686944.00	3	Sarcoma
DUSP1	AMP	7.5	5	172768096.00	172771195.00	3	Renal_Clear_Cell_Carcinoma
DUSP10	AMP	7.4	1	221701424.00	221742089.00	3	Breast_Invasive_Ductal_Carcinoma
DUSP10	AMP	6	1	221701424.00	221742089.00	3	Liver_Hepatocellular_Carcinoma
DUSP12	AMP	13.7	1	161749758.00	161757238.00	77	Bladder_Urothelial_Carcinoma
DUSP12	AMP	8.8	1	161749758.00	161757238.00	77	Breast_Invasive_Ductal_Carcinoma
DUSP12	AMP	13.9	1	161749758.00	161757238.00	77	Cholangiocarcinoma
DUSP12	AMP	10.1	1	161749758.00	161757238.00	77	Liver_Hepatocellular_Carcinoma
DUSP15	AMP	8.6	20	31847637.00	31870664.00	3	Colorectal_Adenocarcinoma
DUSP22	AMP	6.6	6	291630.00	351355.00	77	Serous_Ovarian_Cancer
DUSP23	AMP	10	1	159780932.00	159782543.00	77	Bladder_Urothelial_Carcinoma
DUSP23	AMP	8.7	1	159780932.00	159782543.00	77	Breast_Invasive_Ductal_Carcinoma
DUSP23	AMP	13.9	1	159780932.00	159782543.00	77	Cholangiocarcinoma
DUSP23	AMP	9.8	1	159780932.00	159782543.00	77	Liver_Hepatocellular_Carcinoma
DUSP26	HOMDEL	6	8	33591330.00	33600023.00	3	Liver_Hepatocellular_Carcinoma
DUSP28	HOMDEL	7.1	2	240560054.00	240565256.00	77	Sarcoma
DUSP4	HOMDEL	6	8	29333064.00	29350684.00	3	Liver_Hepatocellular_Carcinoma
DUSP5P1	AMP	8.2	1	228650241.00	228651379.00	77	Breast_Invasive_Ductal_Carcinoma
DUSP5P1	AMP	6.5	1	228650241.00	228651379.00	77	Liver_Hepatocellular_Carcinoma
DUSP9	AMP	6.3	24	153642492.00	153651326.00	77	Diffuse_Large B-Cell_Lymphoma
DVL1	HOMDEL	8.3	1	1335276.00	1349418.00	3	Diffuse_Large B-Cell_Lymphoma
DVL1	HOMDEL	7.5	1	1335276.00	1349418.00	3	Uveal Melanoma
DVL3	AMP	14	3	184155377.00	184173614.00	77	Cervical_Squamous_Cell_Carcinoma
DVL3	AMP	15.4	3	184155377.00	184173614.00	77	Esophageal_Adenocarcinoma
DVL3	AMP	18.2	3	184155377.00	184173614.00	77	Serous_Ovarian_Cancer
DVL3	AMP	6.3	3	184155377.00	184173614.00	77	Uterine_Corpus_Endometrial_Carcinoma
DXO	HOMDEL	6.3	6	31969810.00	31972290.00	3	Diffuse_Large B-Cell_Lymphoma
DYNAP	AMP	6.3	18	54587757.00	54599493.00	77	Diffuse_Large B-Cell_Lymphoma
DYNC1I1	AMP	10.4	7	95772506.00	96110322.00	77	Esophageal_Adenocarcinoma
DYNC2H1	AMP	7.5	11	103109410.00	103479863.00	77	Cervical_Squamous_Cell_Carcinoma
DYNC2I1	AMP	6.5	7	158856558.00	158956747.00	77	Serous_Ovarian_Cancer
DYNLRB1	AMP	8.4	20	34516395.00	34540958.00	77	Colorectal_Adenocarcinoma
DYNLT1	HOMDEL	6.3	6	158636474.00	158644743.00	3	Uveal Melanoma
DYNLT2	HOMDEL	6.3	6	169740109.00	169751587.00	3	Uveal Melanoma
DYNLT2B	AMP	14.3	3	196291219.00	196318299.00	3	Cervical_Squamous_Cell_Carcinoma
DYNLT2B	AMP	17	3	196291219.00	196318299.00	3	Esophageal_Adenocarcinoma
DYNLT2B	AMP	16.3	3	196291219.00	196318299.00	3	Serous_Ovarian_Cancer
DYNLT2B	AMP	6.3	3	196291219.00	196318299.00	3	Uterine_Corpus_Endometrial_Carcinoma
DYRK1B	AMP	8.9	19	39825350.00	39834201.00	3	Serous_Ovarian_Cancer
DYRK2	AMP	6.7	12	67648338.00	67665406.00	77	Adrenocortical_Carcinoma
DYRK2	AMP	10.3	12	67648338.00	67665406.00	77	Sarcoma
DYRK3	AMP	7.7	1	206635536.00	206684419.00	77	Breast_Invasive_Ductal_Carcinoma
DYRK3	AMP	6.8	1	206635536.00	206684419.00	77	Liver_Hepatocellular_Carcinoma
DYRK4	AMP	6	12	4562208.00	4615302.00	77	Testicular_Germ_Cell_Tumors
DZIP1L	AMP	6.8	3	138061990.00	138115818.00	3	Cervical_Squamous_Cell_Carcinoma
DZIP1L	AMP	6	3	138061990.00	138115818.00	3	Esophageal_Adenocarcinoma
E2F1	AMP	8.1	20	33675477.00	33686385.00	3	Colorectal_Adenocarcinoma
E2F3	AMP	15.7	6	20401879.00	20493714.00	77	Bladder_Urothelial_Carcinoma
E2F3	AMP	7.9	6	20401879.00	20493714.00	77	Serous_Ovarian_Cancer
E2F5	AMP	8.8	8	85177154.00	85217158.00	77	Breast_Invasive_Ductal_Carcinoma
E2F5	AMP	7.6	8	85177154.00	85217158.00	77	Liver_Hepatocellular_Carcinoma
E2F7	AMP	6.7	12	77021248.00	77065569.00	3	Sarcoma
EAPP	AMP	8.4	14	34515938.00	34539704.00	3	Lung
EBAG9	AMP	8.8	8	109539711.00	109570072.00	77	Esophageal_Adenocarcinoma
EBAG9	AMP	9	8	109539711.00	109570072.00	77	Liver_Hepatocellular_Carcinoma
EBAG9	AMP	18.2	8	109539711.00	109570072.00	77	Serous_Ovarian_Cancer
EBF1	AMP	6.1	5	158695916.00	159099916.00	3	Renal_Clear_Cell_Carcinoma
EBF2	HOMDEL	6	8	25841725.00	26045413.00	3	Liver_Hepatocellular_Carcinoma
EBF2	HOMDEL	7.4	8	25841725.00	26045413.00	3	Prostate_Adenocarcinoma
EBNA1BP2	AMP	6.3	1	43164175.00	43270936.00	3	Serous_Ovarian_Cancer
EBPL	HOMDEL	9.8	13	49660674.00	49691486.00	3	Prostate_Adenocarcinoma
EBPL	HOMDEL	8.3	13	49660674.00	49691486.00	3	Sarcoma
ECE2	AMP	13.7	3	184276011.00	184293031.00	77	Cervical_Squamous_Cell_Carcinoma
ECE2	AMP	14.8	3	184276011.00	184293031.00	77	Esophageal_Adenocarcinoma
ECE2	AMP	18.2	3	184276011.00	184293031.00	77	Serous_Ovarian_Cancer
ECE2	AMP	6.1	3	184276011.00	184293031.00	77	Uterine_Corpus_Endometrial_Carcinoma
ECH1	AMP	9.1	19	38815422.00	38831841.00	3	Serous_Ovarian_Cancer
ECHDC1	HOMDEL	8.3	6	127288712.00	127343609.00	3	Diffuse_Large B-Cell_Lymphoma
ECHDC1	HOMDEL	7.5	6	127288712.00	127343609.00	3	Uveal Melanoma
ECI2	AMP	6.6	6	4115693.00	4135597.00	3	Serous_Ovarian_Cancer
ECI2-DT	AMP	6.6	6	4136072.00	4157385.00	77	Serous_Ovarian_Cancer
ECM1	AMP	9.3	1	150508062.00	150513789.00	77	Bladder_Urothelial_Carcinoma
ECM1	AMP	10.7	1	150508062.00	150513789.00	77	Breast_Invasive_Ductal_Carcinoma
ECM1	AMP	8.3	1	150508062.00	150513789.00	77	Cholangiocarcinoma
ECM1	AMP	10.6	1	150508062.00	150513789.00	77	Liver_Hepatocellular_Carcinoma
ECM1	AMP	6.3	1	150508062.00	150513789.00	77	Uterine_Corpus_Endometrial_Carcinoma
ECSIT	AMP	7.9	19	11505929.00	11529172.00	3	Serous_Ovarian_Cancer
ECT2	AMP	15	3	172750682.00	172821474.00	77	Cervical_Squamous_Cell_Carcinoma
ECT2	AMP	19.2	3	172750682.00	172821474.00	77	Esophageal_Adenocarcinoma
